year_val,month_val,FIPS,Count
2013,Nov,25017312300,0
2013,Nov,25017312400,0
2013,Nov,25017312501,0
2013,Nov,25017312502,0
2013,Dec,25017310101,3
2013,Dec,25017310102,3
2013,Dec,25017310200,3
2013,Dec,25017310300,3
2013,Dec,25017310400,2
2013,Dec,25017310602,1
2013,Dec,25017310700,2
2013,Dec,25017311100,3
2013,Dec,25017311200,1
2013,Dec,25017311400,2
2013,Dec,25017311600,2
2013,Dec,25017311700,1
2013,Dec,25017311900,2
2013,Dec,25017312000,2
2013,Dec,25017312100,1
2013,Dec,25017312501,1
2013,Dec,25017388300,2
2013,Dec,25017310500,0
2013,Dec,25017310601,0
2013,Dec,25017311300,0
2013,Dec,25017311500,0
2013,Dec,25017311800,0
2013,Dec,25017312200,0
2013,Dec,25017312300,0
2013,Dec,25017312400,0
2013,Dec,25017312502,0
2014,Jan,25017310101,5
2014,Jan,25017310102,4
2014,Jan,25017310200,1
2014,Jan,25017310300,2
2014,Jan,25017310400,2
2014,Jan,25017310601,1
2014,Jan,25017310602,1
2014,Jan,25017311100,1
2014,Jan,25017311300,1
2014,Jan,25017311400,1
2014,Jan,25017311600,1
2014,Jan,25017311700,1
2014,Jan,25017311900,2
2014,Jan,25017312000,1
2014,Jan,25017312400,2
2014,Jan,25017310500,0
2014,Jan,25017310700,0
2014,Jan,25017311200,0
2014,Jan,25017311500,0
2014,Jan,25017311800,0
2014,Jan,25017312100,0
2014,Jan,25017312200,0
2014,Jan,25017312300,0
2014,Jan,25017312501,0
2014,Jan,25017312502,0
2014,Jan,25017388300,0
2014,Feb,25017310101,3
2014,Feb,25017310102,1
2014,Feb,25017310200,1
2014,Feb,25017310300,1
2014,Feb,25017310400,2
2014,Feb,25017310602,1
2014,Feb,25017311200,2
2014,Feb,25017311400,1
2014,Feb,25017311700,1
2014,Feb,25017311800,1
2014,Feb,25017311900,6
2014,Feb,25017312000,3
2014,Feb,25017312100,2
2014,Feb,25017312200,1
2014,Feb,25017312300,1
2014,Feb,25017312400,3
2014,Feb,25017388300,2
2014,Feb,25017310500,0
2014,Feb,25017310601,0
2014,Feb,25017310700,0
2014,Feb,25017311100,0
2014,Feb,25017311300,0
2014,Feb,25017311500,0
2014,Feb,25017311600,0
2014,Feb,25017312501,0
2014,Feb,25017312502,0
2014,Mar,25017310101,10
2014,Mar,25017310102,2
2014,Mar,25017310200,4
2014,Mar,25017310400,1
2014,Mar,25017310500,2
2014,Mar,25017310700,1
2014,Mar,25017311200,2
2014,Mar,25017311300,1
2014,Mar,25017311600,1
2014,Mar,25017311700,1
2014,Mar,25017311800,1
2014,Mar,25017311900,4
2014,Mar,25017312100,1
2014,Mar,25017312200,2
2014,Mar,25017312300,3
2014,Mar,25017312400,2
2014,Mar,25017388300,4
2014,Mar,25017310300,0
2014,Mar,25017310601,0
